metadata/name,metadata/manufacturer,metadata/part_numbers/0,metadata/part_numbers/1,metadata/series,metadata/variant,capacity,form_factor,interface,nvme,storage_type,type,cache,metadata/releaseYear,metadata/part_numbers/2,metadata/part_numbers/3,metadata/part_numbers/4,metadata/part_numbers/5
Sabrent Rocket nano 1TB SSD M.2-2242 PCIe 4.0 NVMe,Sabrent,SB-2142-1TB,,Rocket,1000GB,1000,M.2-2242,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
Addlink G55 1TB M.2 SSD PCIe 5.0 NVMe,Addlink,ad1TBG55M2P,,G55,1000GB,1000,M.2-2280,M.2 PCIe 5.0 x4,TRUE,SSD,SSD,,,,,,
"Intel DC S3700 100GB SSD 2.5"" SATA",Intel,SSDSC2BA100G301,,DC,100GB,100,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"Western Digital Purple Pro 26 TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",Western Digital,WD260PURP-SPCNJY0,WD260PURP,Purple,26000GB,26000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,512,,7.18038E+11,,,
Western Digital Green 120 GB M.2-2280 SSD SATA,Western Digital,WDS120G1G0B,,Green,120GB,120,M.2-2280,M.2 SATA,FALSE,SSD,SSD,,,,,,
"Seagate Exos X14 10TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s Internal",Seagate,ST10000NM0478,,Exos,10000GB,10000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
Western Digital WD_BLACK SN850P for PS5 1TB SSD M.2-2280 PCIe 4.0 NVMe,Western Digital,WDBBYV0010BNC-WRSN,,WD_BLACK,1000GB,1000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Toshiba P300 2TB 3.5"" HDD 5400RPM SATA 6.0 Gb/s Internal",Toshiba,HDWD220UZSVA,,P300,2000GB,2000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
Intel SSDPEDMD020T401 2TB PCIe SSD PCIe x4 NVMe,Intel,SSDPEDMD020T401,7.35858E+11,SSDPEDMD020T401,2000GB,2000,PCIe,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
Kingston KC2000 250GB SSD M.2-2280 PCIe 3.0 x4 NVMe,Kingston,SKC2000M8,250G,KC2000,250GB,250,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
Gigabyte M30 512GB SSD M.2-2280 PCIe 3.0 X4 NVMe,Gigabyte,GP-GM30512G-G,,M30,512GB,512,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"Toshiba PH3500U-1I72 5TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s Internal",Toshiba,PH3500U-1I72,,PH3500U-1I72,5000GB,5000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
KIOXIA BG5 SED 512GB SSD M.2-2280 PCIe 4.0 x4 NVMe,KIOXIA,KBG5AZNV512G,,BG5,512GB,512,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Toshiba Solid 240GB SSD 2.5"" SATA",Toshiba,HDTS124XZSWA,,Solid,240GB,240,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"Klevv NEO N400 120GB SSD 2.5"" SATA 6.0 Gb/s",Klevv,K120GSSDS3-N40,,NEO,120GB,120,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
HP FX700 1TB SSD M.2-2280 PCIe 4.0 x4 NVMe,HP,8U2N3AA,,FX700,1000GB,1000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Silicon Power A58 256GB 2.5"" SSD SATA 6.0 Gb/s",Silicon Power,SU256GBSS3A58A25CA,,A58,256GB,256,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"Western Digital Blue 2TB 3.5"" HDD 5400RPM SATA",Western Digital,WD20EZAZ,,Blue,2000GB,2000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
Western Digital Green SN350 960GB SSD M.2-2280 PCIe 3.0 x4 NVMe,Western Digital,WDS960G2G0C,,Green,960GB,960,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
Western Digital WD_BLACK SN850P 4TB SSD M.2-2280 NVMe PCIe 4.0 for PS5,Western Digital,WDBBYV0040BNC-WRSN,,WD_BLACK,4000GB,4000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Toshiba HDD3B03 2TB HDD 3.5"" 7200RPM SAS 6.0 Gb/s Internal",Toshiba,HDD3B03,,HDD3B03,2000GB,2000,"3.5""",SAS 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
SanDisk X600 128GB SSD M.2-2280 SATA,SanDisk,SD9SN8W-128G-1122,,X600,128GB,128,M.2-2280,M.2 SATA,FALSE,SSD,SSD,,,,,,
"Hitachi 5K3000 2TB 3.5"" HDD 5400RPM SATA",Hitachi,HDS5C3020ALA632,,5K3000,2000GB,2000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
KingSpec NE-2280 1TB SSD M.2-2280 PCIe 3.0 X4 NVMe,KingSpec,NE-2280-1TB,,NE-2280,1000GB,1000,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
MyDigitalSSD Super Boot Drive 256GB M.2-2242 SSD SATA,MyDigitalSSD,MDM242-SB-256,,Super,256GB,256,M.2-2242,M.2 SATA,FALSE,SSD,SSD,,,,,,
Corsair MP600 ELITE 1TB SSD M.2-2280 PCIe 4.0 X4 NVMe,Corsair,CSSD-F1000GBMP600ENH,,MP600,1000GB,1000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Seagate Barracuda LP 2TB Internal HDD 3.5"" 5900RPM SATA 3.0 Gb/s",Seagate,ST32000542AS,,Barracuda,2000GB,2000,"3.5""",SATA 3.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Western Digital Red Pro 8 TB HDD 3.5"" 7200RPM SATA 6.0 Gb/s",Western Digital,WD8001FFWX,,Red,8000GB,8000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Seagate BarraCuda 4TB 5900RPM HDD 3.5"" SATA",Seagate,ST4000DM005,ST4000DMB05,BarraCuda,4000GB,4000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
Kingston KC2000 1TB SSD M.2-2280 PCIe 3.0 x4 NVMe,Kingston,SKC2000M8,1000G,KC2000,1000GB,1000,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"Western Digital Purple 10TB 3.5"" Internal HDD 7200RPM SATA 6.0 Gb/s",Western Digital,WD101PURZ,,Purple,10000GB,10000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
Lexar Professional NM800PRO 512GB SSD M.2-2280 PCIe 4.0 NVMe,Lexar,LNM800P512G-RNNNG,,Professional,512GB,512,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Hitachi HDS723030ALA640 3TB HDD 7200RPM 3.5"" SATA 6.0 Gb/s",Hitachi,0F12450,FBA_0F12450,HDS723030ALA640,3000GB,3000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Samsung 860 Pro 4TB SSD 2.5"" SATA",Samsung,MZ-76P4T0BW                                                    MZ-76P4T0B,EU,860,4000GB,4000,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,MZ-76P4T0B/EU,,,
HP EX950 2TB SSD M.2 PCIe 3.0 NVMe,HP,5MS24AA#ABC,,EX950,2000GB,2000,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"Western Digital Scorpio Blue 640GB HDD 2.5"" SATA",Western Digital,WD6400BPVT,,Scorpio,640GB,640,"2.5""",SATA 3.0 Gb/s,FALSE,HDD,HDD,,,,,,
Silicon Power P34A60 512GB M.2-2280 SSD PCIe 3.0 X4 NVMe,Silicon Power,SP512GBP34A60M28                                                    SU512GBP34A60M28SN,P34A60,P34A60,512GB,512,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,FIN-SP512GBP34A60M28,,,
"Western Digital WD Blue 4TB 3.5"" HDD 5400RPM SATA",Western Digital,WD40EZAX,WD40EZAX-SPC8UB0,WD,4000GB,4000,"3.5""",SATA 3.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Samsung 840 Evo 120 GB SSD 2.5"" SATA 6.0 Gb/s",Samsung,MZ-7TE120KW,,840,120GB,120,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
Western Digital Black SN750 1TB SSD M.2-2280 PCIe 3.0 X4 NVMe,Western Digital,WDS100T3X0C                                                    WDS100T3X0C-00SJG0,WDS100T3X0C,Black,1000GB,1000,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
Solidigm P44 Pro 1TB SSD M.2 PCIe 4.0 NVMe,Solidigm,SSDPFKKW010X7X1,,P44,1000GB,1000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
Biwin M350 4TB M.2-2280 SSD PCIe 4.0 X4 NVMe,Biwin,BM350NN04TB-RGX,,M350,4000GB,4000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
TEAMGROUP T-Force GE PRO Graphene 2TB SSD M.2-2280 PCIe 5.0 x4 NVMe,TEAMGROUP,TM8FFS002T0C129,,T-Force,2000GB,2000,M.2-2280,M.2 PCIe 5.0 x4,TRUE,SSD,SSD,,,,,,
"Seagate Constellation.2 1TB HDD 2.5"" SAS 6.0 Gb/s",Seagate,ST91000640SS,8W8081,Constellation.2,1000GB,1000,"2.5""",SAS 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
Addlink G55H 1TB SSD M.2-2280 PCIe 5.0 x4 NVMe,Addlink,ad1TBG55HM2P,,G55H,1000GB,1000,M.2-2280,M.2 PCIe 5.0 x4,TRUE,SSD,SSD,,,,,,
"Western Digital Green 2TB 3.5"" HDD 5400RPM SATA 6.0 Gb/s",Western Digital,WD20EZRX,,Green,2000GB,2000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
Integral M2 1TB M.2 SSD PCIe 3.0 NVMe,Integral,INSSD1TM280NM2,,M2,1000GB,1000,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
Samsung MZVPV128HDGM-00000 128GB SSD M.2-2280 PCIe 3.0 X4 NVMe,Samsung,MZVPV128HDGM-00000,,MZVPV128HDGM-00000,128GB,128,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"Seagate SkyHawk AI 8TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",Seagate,ST8000VE000,,SkyHawk,8000GB,8000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Timetec 30TT253X2 512GB SSD 2.5"" SATA",Timetec,30TT253X2-512GB,,30TT253X2,512GB,512,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"Seagate Exos 7E10 512e/4Kn 4TB HDD 7200RPM 3.5"" SATA 6.0 Gb/s",Seagate,ST4000NM024B,8.71971E+12,Exos,4000GB,4000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,256,,,,,
Kingston KC2500 500GB SSD M.2-2280 PCIe 3.0 X4 NVMe,Kingston,SKC2500M8,500G,KC2500,500GB,500,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
Intel 665p 2TB SSD M.2-2280 PCIe 3.0 x4 NVMe,Intel,SSDPEKNW020T9X1                                                    SSDPEKNW020T901,,665p,2000GB,2000,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
ADATA XPG GAMMIX S50 Lite 2TB M.2 SSD PCIe 4.0 NVMe,ADATA,AGAMMIXS50L-2T-C,S50 Lite,XPG,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,AGAMMIXS70B-1T-CS,,,
PNY CS1030 250GB SSD M.2 NVMe,PNY,M280CS1030-250-RB,,CS1030,250GB,250,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
Samsung 970 Evo Plus 500GB SSD M.2 PCIe 3.0 NVMe,Samsung,MZ-V7S500B,AM                                                    MZ-V7S500BW,970,500GB,500,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,MZ-V7S500B/AM,,,
"Western Digital Red Pro 3TB HDD 3.5"" SATA",Western Digital,WD3001FFSX,,Red,3000GB,3000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Toshiba X300 12TB HDD 3.5"" 7200RPM SATA",Toshiba,HDWR21CXZSTA,,X300,12000GB,12000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Sabrent Rocket Q 2TB,Internal,M.2 2280 (SB-RKTQ-2TB) SSD",SABRENT,SB-RKTQ-2TB,,Rocket Q,,2000,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,0,,,,
"Toshiba MG05ACA800E 8TB HDD 3.5"" SATA",Toshiba,MG05ACA800E,201743,MG05ACA800E,8000GB,8000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Seagate BarraCuda 1TB 3.5"" HDD 7200RPM SATA Internal",Seagate,ST1000DM010,,BarraCuda,1000GB,1000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Seagate IronWolf NAS 4TB HDD 3.5"" 5900 RPM SATA 6.0 Gb/s Internal",Seagate,ST4000VNA08,,IronWolf,4000GB,4000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Western Digital WD Red Pro 20 TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",Western Digital,WD202KFGX,,WD,20000GB,20000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,512,,,,,
Kingston KC3000 2TB SSD M.2 PCIe 4.0 NVMe,Kingston,SKC3000D,2048G,KC3000,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,SKC3000D/2048G,,,
Sabrent Rocket Q4 2TB SSD M.2-2230 PCIe 4.0 x4 NVMe,Sabrent,SB-213Q-2TB,,Rocket,2000GB,2000,M.2-2230,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Samsung PM893 3.84 TB SSD 2.5"" SATA 6.0 Gb/s",Samsung,MZ-7L33T800,,PM893,3000GB,3000,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
Samsung 990 Pro 4TB M.2 SSD PCIe 4.0 NVMe,Samsung,MZ-V9P4T0BW                                                    MZ-V9P4T0B,AM,990,4000GB,4000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,MZ-V9P4T0B/AM,,,
Addlink S95 8TB M.2 SSD PCIe 4.0 NVMe,Addlink,ad8TBS95M2P,,S95,8000GB,8000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
Seagate FireCuda 530 1 TB SSD M.2-2280 PCIe 4.0 X4 NVMe,Seagate,ZP1000GM3A013                                                    ZP1000GM30013,ZP1000GM3A013,FireCuda,1000GB,1000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Western Digital RE4 1TB HDD 3.5"" SATA",Western Digital,WD1003FBYX,,RE4,1000GB,1000,"3.5""",SATA 3.0 Gb/s,FALSE,HDD,HDD,,,,,,
Toshiba XG6 512GB SSD M.2-2280 PCIe 3.0 x4 NVMe,Toshiba,KXG60ZNV512G,,XG6,512GB,512,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
ADATA Legend 960 4TB M.2-2280 SSD PCIe 4.0 NVMe,ADATA,ALEG-960-4TCS,960,Legend,4000GB,4000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Toshiba MQ01ABD100 1TB HDD 2.5"" 5400RPM SATA 3.0 Gb/s Internal",Toshiba,MQ01ABD100,,MQ01ABD100,1000GB,1000,"2.5""",SATA 3.0 Gb/s,FALSE,HDD,HDD,,,,,,
Kingston NV2 500GB M.2-2280 SSD PCIe 4.0 x4 NVMe,Kingston,SNV2S,500G,NV2,500GB,500,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,SNV2S/500G,,,
KIOXIA EXCERIA w/Heatsink 2TB SSD M.2-2280 PCIe 4.0 NVMe,KIOXIA,LSC11K2T04G8,,EXCERIA,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Transcend TS64GSSD370S 64GB SSD 2.5"" SATA 6.0 Gb/s",Transcend,TS64GSSD370S,,TS64GSSD370S,64GB,64,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
TEAMGROUP T-Force GE PRO Graphene 8TB SSD M.2-2280 PCIe 5.0 X4 NVMe,TEAMGROUP,TM8FFS008T0C129,,T-Force,8000GB,8000,M.2-2280,M.2 PCIe 5.0 x4,TRUE,SSD,SSD,,,,,,
"Toshiba N300 Pro 14TB 3.5"" HDD 7200 RPM SATA",Toshiba,HDWG51EXZSTB,,N300,14000GB,14000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Hitachi Ultrastar He8 8TB 3.5"" HDD 7200RPM SAS 12.0 Gb/s",Hitachi,0F23268,,Ultrastar,8000GB,8000,"3.5""",SAS 12.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Orico Y-20 1TB SSD 2.5"" SATA",Orico,Y20-1T                                                    Y20-1TB,Y20-1T,Y-20,1000GB,1000,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,Y20,,,
"Western Digital RE3 750GB HDD 3.5"" 7200RPM SATA 3.0 Gb/s",Western Digital,WD7502ABYS,,RE3,750GB,750,"3.5""",SATA 3.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Toshiba N300 6TB 3.5"" HDD 7200RPM SATA Internal",Toshiba,HDWG460UZSVA,515557,N300,6000GB,6000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
Kingston Fury Renegade 500GB SSD M.2 PCIe 4.0 NVMe with Heat Sink,Kingston,SFYRSK,500G,Fury,500GB,500,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,SFYRSK/500G,,,
Western Digital Blue SN580 1TB M.2 SSD PCIe 4.0 NVMe,Western Digital,WDS100T3B0E                                                    WDS100T3B0E-00CHF0,WDS100T3B0E,Blue,1000GB,1000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
Patriot Scorch 256GB SSD M.2-2280 PCIe 3.0 X2 NVMe,Patriot,PS256GPM280SSDR,,Scorch,256GB,256,M.2-2280,M.2 PCIe 3.0 x2,TRUE,SSD,SSD,,,,,,
"Seagate ST980813AS 80 GB Internal HDD 7200RPM 2.5"" SATA 3.0 Gb/s",Seagate,ST980813AS,,ST980813AS,80GB,80,"2.5""",SATA 3.0 Gb/s,FALSE,HDD,HDD,,,,,,
FanXiang S500 Pro 2TB SSD M.2-2280 PCIe 3.0 NVMe,FanXiang,S500 Pro - 2TB - M.2 SSD,2TB SSD - S500 Pro,S500,2000GB,2000,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,Nvme SSD 2TB - S500 Pro,S500 Pro,,
TEAMGROUP T-Force Cardea A440 Pro 2TB SSD M.2 PCIe 4.0 NVMe,TEAMGROUP,TM8FPR002T0C128,TM8FPR002T0C129,T-Force,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
MSI SPATIUM M560 1TB M.2-2280 SSD PCIe 5.0 x4 NVMe,MSI,SM560N1TB,,SPATIUM,1000GB,1000,M.2-2280,M.2 PCIe 5.0 x4,TRUE,SSD,SSD,,,,,,
"Samsung PM863 960GB SSD 2.5"" SATA 6.0 Gb/s",Samsung,MZ-7LM9600,,PM863,960GB,960,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
NEMIX RAM NEMESIS 2TB M.2-2280 SSD PCIe 4.0 X4 NVMe,NEMIX RAM,NMS-M2G4N-2TB,,NEMESIS,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Integral V 2TB SSD 2.5"" SATA 6.0 Gb/s",Integral,INSSD2TS625V2X,,V,2000GB,2000,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
Apacer AS2280P4 1TB M.2-2280 SSD PCIe 3.0 X4 NVMe,Apacer,AP1TBAS2280P4-1,,AS2280P4,1000GB,1000,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"GOODRAM CL100 gen.3 960GB SSD 2.5"" SATA 6.0 Gb/s",GOODRAM,SSDPR-CL100-960-G3,,CL100,960GB,960,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"PNY CS900 960 GB SSD 2.5"" SATA",PNY,SSD7CS900-960-PB,,CS900,960GB,960,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
Patriot Viper Gaming VP4100 2TB SSD M.2-2280 PCIe 4.0 x4 NVMe,Patriot,VP4100-2TBM28H,,Viper,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
Patriot Viper VP4300 1TB M.2-2280 SSD PCIe 4.0 X4 NVMe,Patriot,VP4300-1TBM28H,,Viper,1000GB,1000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Samsung 845DC EVO 960GB SSD 2.5"" SATA 6.0 Gb/s",Samsung,MZ-7GE960EW,,845DC,960GB,960,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
Corsair MP500 960 GB SSD M.2-2280 PCIe 3.0 X4 NVMe,Corsair,CSSD-F960GBMP500,,MP500,960GB,960,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
Patriot VPN100 512GB M.2 SSD PCIe 3.0 NVMe,Patriot,VPN100-512GM28H,,VPN100,512GB,512,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"Seagate Enterprise Capacity 6TB 3.5"" HDD 7200RPM SAS 6.0 Gb/s",Seagate,ST6000NM0095,,Enterprise,6000GB,6000,"3.5""",SAS 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Seagate SkyHawk AI 16TB HDD 3.5"" SATA",Seagate,ST16000VE000,ST16000VEZ00,SkyHawk,16000GB,16000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Western Digital Blue 1TB SSD 2.5"" SATA 6.0 Gb/s",Western Digital,WDS100T2B0A,,Blue,1000GB,1000,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
Silicon Power A80 2TB M.2-2280 SSD PCIe 3.0 X4 NVMe,Silicon Power,SP002TBP34A80M28,SU002TBP34A80M28AB,A80,2000GB,2000,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
"TEAMGROUP AX2 1TB SSD 2.5"" SATA",TEAMGROUP,T253A3001T0C101,AX2,AX2,1000GB,1000,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"Western Digital Red Pro 10TB 3.5"" HDD 7200RPM SATA 6.0 Gb/s",Western Digital,WD103KFBX,WD103KFBX-SPM95N0,Red,10000GB,10000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
Western Digital Black SN850 w/Heatsink 2TB SSD M.2-2280 PCIe 4.0 X4 NVMe,Western Digital,WDS200T1XHE,WDBAPZ0020BNC-WRSN,Black,2000GB,2000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
"Toshiba X300 6TB HDD 3.5"" SATA",Toshiba,HDWR460XZSTA,,X300,6000GB,6000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Hitachi Deskstar 7K1000.D 500GB HDD 7200RPM 3.5"" SATA",Hitachi,HDS721050DLE630,,Deskstar,500GB,500,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
SanDisk X400 256GB SSD M.2-2280 SATA,SanDisk,SD8SN8U-256G-2000,,X400,256GB,256,M.2-2280,M.2 SATA,FALSE,SSD,SSD,,,,,,
"Apacer AS340 PANTHER 960GB SSD 2.5"" SATA 6.0 Gb/s",Apacer,AP960GAS340G-1,,AS340,960GB,960,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"ADATA Premier Pro SP600 32GB SSD 2.5"" SATA",ADATA,ASP600S3-32GM-C,,Premier,32GB,32,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"VisionTek PRO 250GB SSD 2.5"" SATA",VisionTek,901293,,PRO,250GB,250,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,,,,
"Western Digital Scorpio Blue 400GB HDD 2.5"" 5400RPM SATA",Western Digital,WD4000BEVT,,Scorpio,400GB,400,"2.5""",SATA 3.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Seagate BarraCuda 2TB 3.5"" HDD 5900RPM SATA 3.0 Gb/s Internal",Seagate,ST320005N4A1AS-RK,,BarraCuda,2000GB,2000,"3.5""",SATA 3.0 Gb/s,FALSE,HDD,HDD,,,,,,
"Western Digital Purple 6TB HDD 3.5"" 5640RPM SATA",Western Digital,WD62PURZ,,Purple,6000GB,6000,"3.5""",SATA 6.0 Gb/s,FALSE,HDD,HDD,,,,,,
ADATA XPG GAMMIX S70 Blade 4 TB M.2-2280 PCIe 4.0 X4 NVME,ADATA,AGAMMIXS70B-4T-CS,0,XPG,4000GB,4000,M.2-2280,M.2 PCIe 4.0 x4,TRUE,SSD,SSD,,,,,,
Transcend 110S 256GB SSD M.2-2280 PCIe 3.0 x4 NVMe,Transcend,TS256GMTE110S,,110S,256GB,256,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
Western Digital Blue 1TB M.2-2280 SSD SATA,Western Digital,WDS100T1B0B,,Blue,1000GB,1000,M.2-2280,M.2 SATA,FALSE,SSD,SSD,,,,,,
"Toshiba OCZ TR200 240GB SSD 2.5"" SATA 6.0 Gb/s",Toshiba,THN-TR20Z2400U8(CS                                                    THN-TR20Z2400U8                                                    4041H45                                                    TR200 25SAT3-240G,4041H45,OCZ,240GB,240,"2.5""",SATA 6.0 Gb/s,FALSE,SSD,SSD,,,THN-TR20Z2400U8(CS,,,
XPG SX6000 Lite 1TB SSD M.2 PCIe 3.0 x4 NVMe,XPG,ASX6000LNP-1TT-C,,SX6000,1000GB,1000,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
Western Digital SN530 256GB SSD M.2-2280 PCIe 3.0 x4 NVMe,Western Digital,SDBPNPZ-256G,,SN530,256GB,256,M.2-2280,M.2 PCIe 3.0 x4,TRUE,SSD,SSD,,,,,,
