metadata/name,metadata/manufacturer,metadata/part_numbers/0,metadata/part_numbers/1,metadata/part_numbers/2,metadata/part_numbers/3,metadata/part_numbers/4,general_product_information/hyte_sku,metadata/part_numbers/5,metadata/part_numbers/6,metadata/part_numbers/7,metadata/part_numbers/8,metadata/series,metadata/variant,metadata/releaseYear,metadata/last_manually_spec_verified_at,connection_types/0,connection_types/1,ear_pad_material/0,features/0,platforms/0,platforms/1,platforms/2,use_cases/0,use_cases/1,driver_size,frequency_response_low,frequency_response_high,headphone_type,ear_cup_type,weight,has_microphone,microphone_type,frame_material
Asus TUF Gaming H7 Wired Closed Gaming Headset,ASUS,90YH022G-B8UA00,90YH01QR-B1UA00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LucidSound LS35X Headset,PowerA,LS35X,1519630-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sony MDRZX100BLU Closed Headphones,Sony,MDRZX100BLU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SteelSeries Arctis 1 Headset,SteelSeries,61427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bose OE2i Closed Headphones (Black),Bose,OE2i Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sony MW600 Closed Earbud With Microphone,Sony,1234-0437.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Creative Labs Tactic3D Rage V2.0 Wireless Gaming Headset,Creative Labs,70GH022000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Creative Labs Wireless V2.0 Closed Headphones,Creative Labs,GH0220 (V2.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beyerdynamic DT 990 Pro 250 Open-Back Wired Headphones,Beyerdynamic,AMS-DT-990-PRO-250                                                    DT-990-PRO-250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logitech H650e Wired Closed-Back Headset,Logitech,981-000518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yamaha EPH 100 Closed In-Ear Headphones,Yamaha,EPH-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turtle Beach EarForce Z SEVEN 5.1 Channel Gaming Headset,Turtle Beach,TBS 6010-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mad Catz F.R.E.Q. M Headset,Mad Catz,MCB4340400C2/02/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sennheiser Momentum Ivory Closed Headphones,Sennheiser,MOMENTUMOEIV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer SE-CL721-H Closed In-Ear Headphones,Pioneer,SE-CL721-H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sennheiser HD 201 Closed-Back Headphones,Sennheiser,HD201                                                    500155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ozone Gaming OZONDAST Closed Gaming Headset,Ozone Gaming,OZONDAST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logitech ASTRO A30 LIGHTSPEED Closed-Back Wireless Gaming Headset (Xbox/PC),Logitech,939-002006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thermaltake DRACCO Closed-Back Multicolor Headphones,Thermaltake,HT-DRA007OEYE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JVC HA-ENR15-B-K Closed Earbud With Microphone,JVC,HA-ENR15-B-K,HAENR15B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panasonic RP-DH1250-S Closed Back Headphones,Panasonic,RP-DH1250-S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audio-Technica ATH-M50s Closed-Back Headphones,Audio-Technica,7.13758E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sony MDRPQ2 Green Closed Headphones,Sony,MDRPQ2,GRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logitech G PRO ,Logitech,981-000719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROCCAT SYVA Closed Earbud Headset With Microphone,ROCCAT,ROC-14-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astro A03 In-Ear With Microphone Headphones,Astro,939-001894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koss KEB30K In-Ear Closed Headphones,Koss,KEB30K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coby CV18523BLK Closed-Back Headphones,Coby,CV18523BLK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audio-Technica ATH-PG1 Closed-Back Headphones in Black / Gold,Audio-Technica,ATH-PG1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Final SONOROUS IV Closed-Back Headphones,Final,FI-SO4BD3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sennheiser CX 2.00i Black/Silver Closed Wired Earbud With Microphone,Sennheiser,CX 2.00i Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sony MDR-ZX300 BLUE Closed-Back Headphones,Sony,MDR-ZX300,BLUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panasonic RP-HV096-K Closed-Back Earbuds,Panasonic,RP-HV096-K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logitech G433 Black Open 7.1 Channel Gaming Headset,Logitech G,981-000668,981-000708,G433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sony MDREX40LP In-Ear Headphones Pink,Sony,MDREX40LP,PNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKG N700NC M2 Closed-Back Headphones,Samsung,GP-N700HAHCIWA                                                    N700NCM2 Wireless,GP-N700HAHCIWA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sennheiser 502875 Open-Back Headphones,Sennheiser,502875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turtle Beach P11 Closed Headphones,Turtle Beach,TBS-2135-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantronics SupraPlus H261 Closed-Back Headphones,Plantronics,64337-01-New,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V7 HA100-2NP Closed In-Ear Headphones,V7,HA100-2NP,HA100-2EP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AKG K361 Wireless Closed Headphones,AKG,K361BT,K361-BT,K361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sennheiser HD 219s Closed Wired Headphones,Sennheiser,HD 219s,HD 219 S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gear Head HQ4750BCM Wireless Headphones,Gear Head,HQ4750BCM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audio-Technica ATH-CKR10 Closed-Back Wired In-Ear Headphones,Audio-Technica,ATH-CKR10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corsair HS35 Closed Black / Red Gaming Headset,Corsair,CA-9011198-NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Razer Thresher Ultimate For PS4 7.1 Channel Closed Gaming Headset,Razer,RZ04-01590100-R3U1                                                    RZ04-01590100-R3A1                                                    RZ04-01590100-R3G1                                                    RZ04-01590100-R3M1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audeze Maxwell Closed-Back Gaming Headset for PlayStation 5,Audeze,208-MW-1120-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Func HS-260 Closed Headset,Func,HS-260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audio-Technica ATH-CK313IBGR Closed In-Ear With Microphone Headphones,Audio-Technica,ATH-CK313IBGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koss GMR 545-AIR Open-Back Wired Gaming Headset,Koss,194142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logitech UE 200 Wired In-Ear Headphones,Logitech,985-000138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skullcandy S2SBDZ-134 Closed In-Ear Headphones,Skullcandy,S2SBDZ-134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philips SHB4000 Closed-Back Wireless Headphones,Philips,SHB4000BK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skullcandy S5URDZ-072 Closed-Back Headphones White / Purple,Skullcandy,S5URDZ-072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panasonic RP-HS220-P Closed Earbuds,Panasonic,RP-HS220-P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hercules 4780548 Closed-Back Black / Silver Headphones,Hercules,4780548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panasonic KX-TCA400 Closed Headphones,Panasonic,7.77783E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perixx AX-2000B Closed-Back Black / Red Headphones,Perixx,10758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panasonic RPHJE120R Closed In-Ear Red/White Headphones,Panasonic,RPHJE120R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sennheiser PX95 Closed Headphones,Sennheiser,PX95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Creative Labs Zen Hybrid SXFI Closed Headphones,CREATIVE,51EF1200AA001,EF1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audio-Technica ATH-T300 Closed-Back Headphones,Audio-Technica,ATH-T300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koss 178203 Closed-Back Headphones,Koss,178203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosewill RHTS-12008 Closed In-Ear Headphones,Rosewill,RHTS-12008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SteelSeries Siberia v3 Closed Gaming Headset,SteelSeries,61356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Final D8000 Wired Headphones Closed,final,FI-D8PAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Final Heaven IV Closed-Back Earbud,Final,FI-HE4BBL3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logitech UE 200 Closed-Back In-Ear Headphones Black / Silver,Logitech,985-000088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asus TUF Gaming H3 Headset,Sennheiser,GSP 600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sennheiser GSP 370 Wireless Closed-Back Gaming Headset,Sennheiser,GSP 370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koss KMO15P Closed Headphones,Koss,KMO15P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHARKOON SKILLER SGH1 Closed Black/Blue Headphones,SHARKOON,SKILLER SGH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer SE-CL07-P Closed In-Ear Headphones,Pioneer,SE-CL07-P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer SE-CL721-K Wired Closed-Back In-Ear Headphones Black / Red,Pioneer,SE-CL721-K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sennheiser HD 8 DJ Closed-Back Headphones,Sennheiser,HD 8 DJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skullcandy S2INCZ-045 Closed In-Ear Headphones Pink / Black,Skullcandy,S2INCZ-045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantronics B825 Voyager Focus UC Closed-Back Bluetooth Headset,Plantronics,202652-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyber Acoustics AC-404 Closed-Back Wired Headphones,Cyber Acoustics,AC-404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sennheiser GSP 302 Closed Gaming Headset,Sennheiser,507243,GSP 302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooler Master MH650 7.1 Channel Headset,Cooler Master,MH-650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philips SHE3595WT28 In-Ear With Microphone Headset,Philips,SHE3595WT28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turtle Beach M5 Closed Gaming Headset,Turtle Beach,TBS-5200-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyle Audio PIEHWD80LT In-Ear Headphones,Pyle Audio,PIEHWD80LT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audio-Technica ATH-ANC23BK Closed In-Ear Headphones With Microphone,Audio-Technica,ATH-ANC23BK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corsair VOID ELITE SURROUND 7.1 Channel Closed Gaming Headset,Corsair,CA-9011205-NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Razer Electra V2 7.1 Channel Closed-Back Gaming Headset,Razer,RZ04-02210100-R3U1,RZ04-02220100-R3U1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer SE-NC31C-K Closed In-Ear Headphones,Pioneer,SE-NC31C-K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audio-Technica ATH-CK313IBL Closed In-Ear Headphones with Microphone in Black/Blue,Audio-Technica,ATH-CK313IBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sony MDR1R ,Sony,MDR1R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyber Acoustics AC-9648 Closed-Back Headphones,Cyber Acoustics,AC-9648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sennheiser HD6XX Open-Back Wired Headphones,Sennheiser,HD6XX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SteelSeries Arctis 1 Closed Gaming Headset,SteelSeries,61427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harman Kardon J33BLK Closed In-Ear Headphones,Harman Kardon,J33BLK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sennheiser PC 320 Wired Gaming Headset,Sennheiser,PC320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sony INZONE H5 Closed-Back Gaming Headset,Sony,whg500-b,WHG500/B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP OMEN Mindframe Prime Closed Gaming Headset,HP,6MF35AAABL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koss Porta Pro Open-Back Headphones,Koss,193582,PORTA PRO COMM. HEADSET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sony XBA-NC85D Closed-Back Black In-Ear Headphones,Sony,XBA-NC85D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantronics Blackwire 5220 Wired Closed Headphones,Plantronics,5220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Creative Labs WP-250 Wired Closed Earbud With Microphone,Creative Labs,51EF0480AA003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sony MDRED12LP Wired Closed-Back In-Ear Headphones Silver,Sony,MDRED12LP,SILVER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sony DRNC 201IP Closed-Back Wired Headphones,Sony,DRNC201IP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROCCAT Khan Aimo 7.1 Channel Closed Gaming Headset,ROCCAT,ROC14801,ROC-14-800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SteelSeries Siberia Elite 7.1 Channel Closed Gaming Headset,SteelSeries,51151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenovo Legion H300 Closed Gaming Headset,Lenovo,GXD0T69863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skullcandy Crusher Closed-Back Headphones Black / Gray,Skullcandy,SGSCFY-103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SteelSeries Arctis 3 Closed-Back Bluetooth Gaming Headset (2019 Edition),SteelSeries,ARCTIS 3 Bluetooth                                                    61509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asus TUF Gaming H3 ,Asus,TUF Gaming H3                                                    90YH028G-B1UA00                                                    TUFGAMINGH3GUNMETAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Razer Kraken Kitty Headset,Razer,RZ04-02980100-R3M1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Razer Carcharias Closed Gaming Headset,Razer,RZ04-00900100-R3U1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asus ROG Strix Fusion 300 Closed-Back 7.1 Channel Wired Gaming Headset,Asus,ROG Strix Fusion 300 PNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sennheiser MX580 Closed Earbud,Sennheiser,MX580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turtle Beach Recon 50P Closed Gaming Headset,Skullcandy,TBS-3303-01                                                    TBS-3303-02,TBS-3303-01,S6SPY-Q766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HiFiMAN HE5se Open-Back Headphones,HiFiMAN,HE5se,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sony MDR-EX210B/BLU Closed In-Ear Headphones,Sony,MDR-EX210B,BLU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Labtec LT215REXW Closed Earbud,Labtec,LT215REXW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audio-Technica ATH-M20X Closed Headphones,Audio-Technica,AUD ATHM20X,094375870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beyerdynamic DTX 71 iE Closed In-Ear Headphones,Beyerdynamic,714100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sony CZ-MDRAS400IPW In-Ear Headset with Microphone,Sony,CZ-MDRAS400IPW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audio-Technica ATH-CHX5ISBL Blue Closed Earbud With Microphone,Audio-Technica,ATH-CHX5ISBL,ATH-CHX5iSBL,ATHCHX5ISBL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooler Master CM Storm Pulse-R Wired Gaming Headset,Cooler Master,SGH-4330-KATA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logitech Ultimate Ears 200 Closed-Back In-Ear Headphones,Logitech,985-000227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panasonic RP-HJE450-R Closed-Back Earbuds,Panasonic,RP-HJE450-R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft L2 LifeChat LX-3000 Headset,Microsoft,JUG-00013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Razer BlackShark Gaming Closed-Back Headphones,Razer,RZ04-00720100-R3M1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asus TUF GAMING x Demon Slayer L.E. Tanjiro Kamado 7.1 Channel Closed-Back Gaming Headset,Asus,90YH03D2-B1UA00                                                    TUF GAMING DSG,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panasonic RP-HJE125-P Closed Pink Earbud,Panasonic,RP-HJE125-P,FBA_RP-HJE125-P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Creative Labs ChatMax HS-420 Closed Headset,Creative Labs,51EF0400AA001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Final Adagio III Closed-Back Wired Earbuds,Final,FI-AD3DBL3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monoprice Monolith M560 Closed Headphones,Monoprice,116051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Creative Labs Recon3D Omega Closed-Back Gaming Headphones,Creative Labs,70GH020000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philips SHE3590WT/10 Closed-Back Wired In-Ear Headphones White,Philips,SHE3590WT,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bose 715593-0020 Closed In-Ear Headphones,Bose,715593-0020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philips SHS 4841/28 Earbuds,Philips,SHS4841,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adesso Xtream H2W Closed-Back Wireless Headphones,Adesso,Xtream H2W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sony CZ-MDREX100IPB Closed In-Ear Headphones,Sony,CZ-MDREX100IPB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turtle Beach Earforce Stealth 450 Closed USB 7.1 Channel Wired Gaming Headset,Turtle Beach,450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantronics GAMECOM 818 Closed Gaming Headset,Plantronics,203908-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Razer BlackShark V2 Pro Closed-Back Gaming Headset,Razer,RZ04-03220100-R3U1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ergoguys 2810-PA Headphones Closed-Back Multicolor,Ergoguys,2810-PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sony MH410C/W Closed Earbuds,Sony,MH410C,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sennheiser HD 4.40BT Closed-Back Wireless Headphones,Sennheiser,506782                                                    HD 4.40 BT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denon AH-D600 Closed Headphones,Denon,AH-D600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panasonic RP-HJE355-K Closed In-Ear Headphones,Panasonic,RP-HJE355-K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bose QuietComfort Ultra Wireless Noise Cancelling Headphones with Spatial Audio, Over-the-Ear Headphones with Mic, Up to 24 Hours of Battery Life, White Smoke",Bose,880066-0200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harman Kardon J88IWOR Closed Headphones,Harman Kardon,J88IWOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philips SHS 5200 Closed Wired Headphones,Philips,SHS5200,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astro Gaming A10 Closed Gaming Headset,ASTRO Gaming,939-001508,939-001530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sony MDR-ZX100 Closed White Headphones,Sony,MDRZX100WHITE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Razer Kraken Pro 2015 Closed-Back Gaming Headset,Razer,RZ04-01380100-R3U1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coby CV-121 Closed Headphones,Coby,7.77786E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koss MIRAGE PINK In-Ear Headphones,Koss,MIRAGE PINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sennheiser M2 AEi Closed Ivory Headphones,Sennheiser,M2 AEi Ivory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MSI Immerse GH50 Closed Gaming Headset,MSI,S37-4300030-SV1 (CA),IMMERSE GH50 WIRELESS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ingram Micro Jabra UC Voice 550 MS Duo Closed-Back Headset,Ingram Micro,7.06487E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beyerdynamic DT 990 Headphones,beyerdynamic,718033,459038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Razer Thresher Gears 5 Edition Closed Gaming Headset,Razer,RZ04-02240200-R3M1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sennheiser RS 175 Closed Headphones,Sennheiser,RS 175                                                    508676,RS 175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corsair HS70 PRO 7.1 Channel Gaming Headset,Corsair,CA-9011211-NA                                                    CA-9011211-EU,CA-9011211-NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panasonic RP-HX40-K Closed-Back Wired Headphones,Panasonic,RP-HX40-K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skullcandy S2HMCY-003 In-Ear Headset With Microphone,Skullcandy,S2HMCY-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPOS H3PRO Hybrid Closed Gaming Headset,EPOS,1000894,H3Pro Hybrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mad Catz TRI Closed-Back Wired Gaming Headset,Mad Catz,TRI903570A04,02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philips SHQ 1000/28 Closed Wired Earbuds (Red / White),Philips,SHQ1000,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asus ROG Strix Wireless 7.1 Channel Closed-Back Gaming Headset,ASUS,Strix Wireless                                                    ROG-STRIX-WIRELESS,ROG Strix Wireless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logitech G332 Headset,Logitech,981-000755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syba U.F.O. 5.1 5.1 Channel Closed-Back Gaming Headset,Syba,OG-AUD63061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Etymotic Research HF2 In-Ear Closed-Back Headphones with Microphone,Etymotic Research,ER23-HF2-COBALT-AN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astro A40 TR + MixAmp Pro TR Closed 7.1 Channel Gaming Headset,ASTRO Gaming,939-001512,939-001660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turtle Beach Star Wars Closed Gaming Headset,Turtle Beach,TBS-4035-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corsair VOID PRO RGB 7.1 Channel Closed-Back Gaming Headset (White/Black),Corsair,CA-9011153-NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philips SHS Series 390 Closed-Back Wired Headphones,Philips,SHS390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audio-Technica ATH-AD900x Open-Back Wired Headphones,Audio-Technica,ATH-AD900x,ATH-AD900X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zalman HPS200 Closed-Back Headphones,Zalman,HPS200,ZM-HPS200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Etymotic Research ER3 Studio Edition In-Ear Headphones,Etymotic,ER3SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sennheiser MM 500-X Headphones,Sennheiser,MM 500-X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syba CL-AUD23040 Closed-Back Headphones,Syba,CL-AUD23040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sony INZONE H3 Closed Gaming Headset,Sony,MDRG300,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HP HyperX Cloud Core Closed Gaming Headset,HP,KHX-HSCC-BK                                                    4P4F2AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audio-Technica ATH-COR150LG Closed In-Ear Headphones,Audio-Technica,ATH-COR150LG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Final E3000 Earbud,final,FBA_FI-E3DSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philips SHE2100GY28 Closed Black / Silver Earbud,Philips,SHE2100GY28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mad Catz F.R.E.Q. M Closed-Back Gaming Headset,Mad Catz,MCB4340400C2,02,1,MCB434060002/02/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audio-Technica ATH-CLR100WH In-Ear Headphones,Audio-Technica,ATH-CLR100WH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sennheiser HD 203 ,Sennheiser,HD203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syba CL-AUD23038 Closed-Back Headphones,Syba,CL-AUD23038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sennheiser MX 365 Closed Brown Earbud,Sennheiser,MX365Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
